,0,1,2,3
0,1.3997300202493925,0.8179973001214974,1.1544681006115227,-1.2512015776865555
1,1.3995200639965868,0.8239936005119806,1.1552810723829814,-1.2463216365978391
2,1.3992501562369797,0.8299875015624071,1.1561224780188897,-1.2414863858181506
3,1.3989203239611225,0.8359784038876668,1.1569925055052213,-1.2366964170657937
4,1.3985306001519677,0.8419657084025197,1.157891345497792,-1.2319523250149094
5,1.3980810237815717,0.8479488163815037,1.1588191912239294,-1.2272547071504372
6,1.3975716398071967,0.8539271295188067,1.1597762383804537,-1.2226041636147602
7,1.3970024991668155,0.8599000499880969,1.1607626850278774,-1.218001297045882
8,1.396373658774018,0.8658669805023049,1.161778731480749,-1.213446712407008
9,1.3956851815123197,0.8718273243733516,1.1628245801940693,-1.208941016807404
10,1.3949371362288727,0.877780485571817,1.16390043564571,-1.2044848193144226
11,1.3941295977275823,0.8837258687865419,1.1650065042147713,-1.2000787307565872
12,1.3932626467616254,0.8896628794841596,1.1661429940558286,-1.1957233635176558
13,1.3923363700253761,0.8955909239685477,1.167310114969014,-1.1914193313215757
14,1.3913508601457365,0.9015094094401976,1.1685080782658916,-1.1871672490082732
15,1.390306215672873,0.9074177440554946,1.1697370966310974,-1.1829677323002294
16,1.3892025410703623,0.9133153369859004,1.1709973839797152,-1.178821397559813
17,1.3880399467047448,0.9192015984770368,1.1722891553103711,-1.1747288615373503
18,1.3868185488344889,0.9250759399076598,1.1736126265540439,-1.1706907411099465
19,1.3855384695983632,0.9309377738485216,1.1749680144185892,-1.166707653011071
20,1.384199837003225,0.9367865141211131,1.1763555362289948,-1.1627802135509593
21,1.3828027849112177,0.9426215758562808,1.1777754097633897,-1.158909038327896
22,1.381347453026387,0.9484423755527138,1.1792278530848388,-1.1550947419304571
23,1.379833986880708,0.9542483311352932,1.1807130843689795,-1.1513379376308417
24,1.3782625378195343,0.9600388620132987,1.182231321727547,-1.1476392370694029
25,1.3766332629864626,0.9658133891384683,1.1837827830278727,-1.1439992499305605
26,1.3749463253076182,0.9715713350629014,1.1853676857084317,-1.1404185836102696
27,1.3732018934753636,0.9773121239968038,1.186986246590541,-1.1368978428752556
28,1.371400141931428,0.9830351818660661,1.1886386816863272,-1.1334376295142676
29,1.3695412508494647,0.9887399363696707,1.1903252060030736,-1.1300385419815973
30,1.3676254061170323,0.9944258170369211,1.192046033344107,-1.1267011750331812
31,1.3656527993170078,1.0000922552844886,1.1938013761063633,-1.1234261193555923
32,1.3636236277084275,1.005738684473271,1.195591445074813,-1.1202139611882853
33,1.361538094206761,1.011364539965054,1.197416449213926,-1.117065281939479
34,1.3593964073636207,1.0169692591789772,1.199276595456372,-1.113980657796074
35,1.357198781345906,1.0225522816477897,1.2011720884891819,-1.1109606593280716
36,1.354945435914388,1.0281130490738968,1.2031031305375874,-1.1080058510879434
37,1.352636596401731,1.0336510053851904,1.2050699211467921,-1.1051167912054638
38,1.350272493689963,1.039165596790654,1.2070726569619263,-1.102294030978534
39,1.3478533641873849,1.0446562718357422,1.2091115315064644,-1.0995381144605527
40,1.345379449804931,1.0501224814575265,1.2111867349593852,-1.0968495780449194
41,1.342850997931978,1.0555636790396,1.213298453931382,-1.0942289500472866
42,1.3402682614116062,1.0609793204667382,1.2154468712404323,-1.0916767502861955
43,1.3376314985153153,1.0663688641793119,1.2176321656870521,-1.0891934896627578
44,1.3349409729171975,1.071731771227441,1.2198545118295774,-1.0867796697400751
45,1.3321969536675704,1.0770675053248897,1.2221140797598153,-1.0844357823231001
46,1.329399715166073,1.0823755329026947,1.2244110348794304,-1.082162309039669
47,1.3265495371342237,1.087655323162522,1.2267455376774319,-1.07995972092346
48,1.3236467045874507,1.0929063481297445,1.2291177435091354,-1.0778284779996286
49,1.32069150780659,1.098128082706242,1.2315278023769918,-1.075769028873913
50,1.3176842423088566,1.1033200047229081,1.2339758587136689,-1.0737818103260002
51,1.3146252088182946,1.108481594991868,1.2364620511677804,-1.0718672469079396
52,1.3115147132357035,1.1136123373583955,1.2389865123926673,-1.0700257505484374
53,1.3083530666080496,1.1187117187525302,1.2415493688386308,-1.0682577201638255
54,1.3051405850973612,1.1237792292403816,1.2441507405490217,-1.0665635412765406
55,1.3018775899491122,1.128814362075124,1.2467907409605914,-1.064943585641915
56,1.2985644074600982,1.1338166137476704,1.249469476708502,-1.0633982108841007
57,1.295201368945807,1.1387854840370213,1.252187047436404,-1.0619277601419421
58,1.2917888107072877,1.1437204760602888,1.2549435456119653,-1.0605325617255748
59,1.2883270739975203,1.148621096322383,1.2577390563482471,-1.0592129287845609
60,1.2848165049872913,1.1534868547653616,1.2605736572313093,-1.0579691589883156
61,1.2812574547305755,1.1583172648174354,1.2634474181544102,-1.0568015342195856
62,1.2776502791294335,1.1631118434416239,1.2663604011591671,-1.0557103202817069
63,1.273995338898419,1.1678701111840604,1.2693126602840283,-1.0546957666203527
64,1.2702929995285095,1.1725915922219359,1.2723042414203862,-1.0537581060604473
65,1.2665436312505567,1.177275814411081,1.275335182176657,-1.0528975545588997
66,1.2627476089982639,1.1819223093331808,1.278405511750629,-1.0521143109737676
67,1.258905312370693,1.1865306123426147,1.2815152508103664,-1.051408556850441
68,1.255017125594305,1.1911002626129221,1.2846644113839338,-1.050780456225377
69,1.251083437484537,1.195630803182884,1.28785299675819,-1.050230155447897
70,1.2471046414069222,1.2001217810022187,1.2910810013868739,-1.0497577830204967
71,1.2430811352377529,1.204572746976887,1.2943484108081884,-1.0493634494580906
72,1.2390133213242926,1.2089832560140006,1.2976552015720573,-1.049047247166548
73,1.2349016064445433,1.2133528670663307,1.3010013411772128,-1.0488092503408484
74,1.2307464017665661,1.217681143176414,1.304386788018242,-1.048649514883111
75,1.2265481228073665,1.221967651520246,1.3078114913426961,-1.0485680783407267
76,1.2223071893913418,1.2262119634505648,1.3112753912183386,-1.0485649598647464
77,1.2180240256082993,1.2304136545397137,1.3147784185105886,-1.0486401601886446
78,1.2136990597710482,1.2345723046220856,1.3183204948701748,-1.0487936616274998
79,1.209332724372568,1.2386874978361375,1.3219015327310055,-1.049025428097616
80,1.2049254560427602,1.2427588226659778,1.3255214353182183,-1.0493354051565067
81,1.200477695504785,1.2467858719825156,1.329180096666358,-1.0497235200631647
82,1.1959898875309893,1.2507682430841758,1.3328774016475928,-1.0501896818584293
83,1.191462480898431,1.2547055377371663,1.3366132260098653,-1.0507337814652646
84,1.1868959283440008,1.258597362215303,1.3403874364248372,-1.0513556918086673
85,1.1822906865191483,1.2624433273393816,1.344199890545471,-1.0520552679549022
86,1.1776472159442182,1.2662430485160943,1.3480504370730615,-1.0528323472696974
87,1.1729659809623987,1.2699961457764901,1.3519389158335058,-1.053686749594989
88,1.168247449693287,1.2737022438139702,1.3558651578625858,-1.0546182774437665
89,1.1634920939860778,1.2773609720218198,1.3598289855000043,-1.055626716212509
90,1.1587003893723788,1.2809719645302664,1.3638302124919037,-1.0567118344106896
91,1.153872815018659,1.2845348602430686,1.367868644101576,-1.0578733839067538
92,1.1490098536783302,1.2880493028736244,1.3719440772280456,-1.059111100189968
93,1.144111991643474,1.291514940980599,1.3760563005322104,-1.0604247026474931
94,1.1391797186962127,1.29493142800307,1.3802050945701805,-1.0618138948559914
95,1.1342135280597305,1.2982984222951823,1.3843902319334762,-1.0632783648870836
96,1.1292139163489525,1.3016155871603123,1.3886114773957001,-1.0648177856259058
97,1.1241813835208838,1.304882590884738,1.3928685880653155,-1.0664318151020287
98,1.1191164328246133,1.308099106770809,1.397161313544132,-1.0681200968319613
99,1.1140195707509897,1.3112648131696178,1.4014893960911095,-1.0698822601724598
100,1.1088913069819732,1.314379393513162,1.4058525707910685,-1.0717179206838383
101,1.1037321543396672,1.317442536346003,1.4102505657279096,-1.07362668050248
102,1.0985426287350362,1.3204539353564102,1.4146831021619166,-1.075608128721726
103,1.0933232491163165,1.3234132894069917,1.419149894710743,-1.0776618417803394
104,1.0880745374171203,1.3263203025648092,1.4236506515336613,-1.07978738385771
105,1.0827970185042441,1.3291746841309684,1.428185074518663,-1.0819843072749986
106,1.0774912201251805,1.3319761486696924,1.4327528594720023,-1.0842521529014013
107,1.0721576728553464,1.3347244160368614,1.4373536963097737,-1.0865904505647364
108,1.066796910045024,1.3374192114080286,1.441987269251123,-1.0889987194655562
109,1.0614094677660273,1.340060265305903,1.4466532570126966,-1.0914764685940048
110,1.0559958847580944,1.3426473136272956,1.451351333003943,-1.0940231971486634
111,1.0505567023750149,1.3451800976695298,1.456081165522883,-1.0966383949566205
112,1.0450924645304944,1.3476583641563127,1.4608424179519766,-1.0993215428940422
113,1.039603717643764,1.3500818652630602,1.4656347489537347,-1.1020721133065392
114,1.0340910105849381,1.3524503586416814,1.4704578126657148,-1.104889570428631
115,1.028554894620129,1.3547636074448122,1.4753112588945676,-1.1077733708016448
116,1.0229959233563197,1.3570213803495,1.4801947333088123,-1.1107229636894167
117,1.0174146526860042,1.3592234515803359,1.485107877630019,-1.1137377914911677
118,1.0118116407315982,1.3613696009320315,1.4900503298221062,-1.11681729015098
119,1.0061874477896282,1.3634596137914405,1.4950217242784614,-1.1199608895633
120,1.0005426362747016,1.3654932811590186,1.5000216920066178,-1.1231680139739477
121,0.9948777706632658,1.3674703996697235,1.5050498608102256,-1.1264380823761246
122,0.9891934174371613,1.3693907716133518,1.5101058554680742,-1.129770508900941
123,0.9834901450269736,1.3712542049543095,1.5151892979099426,-1.1331647032020307
124,0.9777685237551913,1.3730605133508154,1.5202998073890541,-1.1366200708338243
125,0.9720291257791733,1.374809516173535,1.5254370006509461,-1.1401360136231087
126,0.9662725250339346,1.3765010385236436,1.530600492098563,-1.1437119300335046
127,0.9604992971747525,1.3781349112503158,1.5357898939534038,-1.147347215522545
128,0.9547100195196018,1.3797109709676403,1.5410048164125725,-1.151041262891055
129,0.9489052709914237,1.3812290600709591,1.5462448678015799,-1.154793462624554
130,0.9430856320602339,1.3826890267526268,1.55150965472278,-1.1586032032264555
131,0.9372516846850757,1.3840907250171917,1.5567987821993174,-1.1624698715428359
132,0.9314040122558249,1.3854340146959956,1.5621118538144867,-1.1663928530785885
133,0.9255431995348515,1.3867187614611898,1.567448471846419,-1.1703715323048067
134,0.9196698325985437,1.3879448368391687,1.5728082373980097,-1.1744052929572477
135,0.9137844987787006,1.3891121182234158,1.5781907505220363,-1.1784935183257792
136,0.9078877866037997,1.390220488886766,1.5835956103413984,-1.1826355915347033
