,0,1,2,3,4,5,6,7,8,9,10,11
0,1.3999325012656154,0.8089996625037968,1.1533015520567802,-1.2586039969080691,1.1532947598447554,-1.2586494876986234,-0.00046639843271314524,-0.003120159413556307,0.010859989600428763,0.07265798624419698,10.987720904296632,4.9838775903607795
1,1.3998800039999466,0.8119992000159999,1.1536833774830981,-1.2561256204586917,1.153293632595904,-1.2586572187478846,-0.0002254497702704537,-0.0015462098522348328,0.048189732488538306,0.31478991226429487,11.469703554778073,5.3389273998037226
2,1.3998125097654217,0.8149984375488274,1.1540722194327613,-1.2536581230269104,1.15329456453903,-1.2586516789529172,0.0001863886251852311,0.0011079589934757648,0.08236767909113696,0.5308337691421195,11.903054603870721,5.656947926459784
3,1.3997300202493925,0.8179973001214974,1.1544681006115227,-1.2512015776865555,1.1532983371280245,-1.2586280678842807,0.0007545177989130627,0.004722213727309032,0.11362583474556631,0.7228509467666534,12.291555230494467,5.940845351524928
4,1.3996325375140932,0.8209957127626017,1.1548710439064143,-1.248756057716703,1.1533056642250656,-1.258582137897089,0.0014654194082166184,0.00918599743836701,0.14218032186071117,0.8927567422115958,12.638726161468947,6.193320717545723
5,1.3995200639965868,0.8239936005119806,1.1552810723829814,-1.2463216365978391,1.1533171971327973,-1.2585101496553681,0.0023065815463528335,0.01439764834415522,0.168232427627243,1.0423301811576418,12.94784322868982,6.416883629455915
6,1.3993926025087053,0.8269908884225962,1.1556982092824577,-1.2438983880078933,1.15333352928013,-1.2584088308337007,0.0032664294665477288,0.0202637643334771,0.191969584038979,1.1732231978643757,13.221952297958593,6.613865073957973
7,1.3992501562369797,0.8299875015624071,1.1561224780188897,-1.2414863858181506,1.1533552005845764,-1.2582753377816611,0.00433426088927274,0.026698610407904423,0.21356628454500215,1.2869692148854648,13.463883544706599,6.786429411929244
8,1.3990927287425592,0.8329833650162407,1.156553902176204,-1.2390857040890397,1.1533827015125573,-1.258107219950594,0.005500185596159214,0.033623566213424674,0.23318494137729484,1.38499116110405,13.676265063386118,6.936585595331335
9,1.3989203239611225,0.8359784038876668,1.1569925055052213,-1.2366964170657937,1.1534164768577218,-1.2579023868954216,0.00675506903287528,0.04096661103448238,0.2509766873432131,1.4686089642115419,13.861535806658505,7.066197657065078
10,1.3987329462027807,0.8389725433008696,1.1574383119206113,-1.2343185991739807,1.1534569292560268,-1.2576590776764627,0.008090479661032527,0.04866184379175458,0.2670821256314495,1.5390465514544405,14.021957858025996,7.176994519334544
11,1.3985306001519677,0.8419657084025197,1.157891345497792,-1.2319523250149094,1.1535044224551059,-1.257375832497746,0.00949863981581183,0.05664903574335578,0.2816320309558604,1.5974383903202394,14.15962804753406,7.270579163359992
12,1.3983132908673244,0.8449578243636454,1.1583516304697712,-1.229597669360902,1.1535592843543137,-1.2570514664290589,0.010972379841563304,0.06487321373744215,0.2947480051502951,1.6448355988172736,14.276488924856823,7.34843720070375
13,1.3980810237815717,0.8479488163815037,1.1588191912239294,-1.2272547071504372,1.1536218098307747,-1.2566850450690439,0.012505095292214849,0.07328427200300879,0.3065430901303088,1.6822116531133262,14.374339107684486,7.4119448840383
14,1.3978338047013743,0.8509386096814496,1.1592940522987443,-1.2249235134831604,1.1536922633657596,-1.2562758620160657,0.014090706996978165,0.08183661059564964,0.3171223409526631,1.7104677185281711,14.454843026038704,7.462376592887658
